Sample_ID,Participant_ID,Scenario_ID,Scenario_Name,Clean_Text,Intent_ID,Intent_Name,Script_Type,Dataset_Split
S0448,P021,8,Academic Success - Difficult Subject,mek nm mge luk ek thm.මේක නම් මගේ ලක් එක තමා.,5,ACADEMIC_SUCCESS,Mixed Sinhala+Latin,Test
S0449,P021,9,Academic Success - Repeat Subject,deiyne...athi yntm god d gtha.දෙයියනේ ඇති යන්තම් ගොඩදා ගත්තා,5,ACADEMIC_SUCCESS,Mixed Sinhala+Latin,Test
S0450,P021,10,Freedom-Final Paper,Yeh.mn nidhs ekth iwri.යේ මං නිදහස්.ඒකත් ඉවරයි,6,FINAL_PAPER_RELIEF,Mixed Sinhala+Latin,Test
S0451,P021,11,Lightness-Final Paper,Done😎ඩන්,6,FINAL_PAPER_RELIEF,Mixed Sinhala+Latin,Test
S0452,P021,12,Social Evant - Batch Trip,Jewithe lssn kle.ජීවිතයේ ලස්සන කාලේ,7,SOCIAL_EVENT,Mixed Sinhala+Latin,Test
S0453,P021,13,Social Evant - Campus Evant,Hamotm mem awastha lben na.හැමෝටම මෙහෙම අවස්ථා ලැබෙන්නේ නැහැ.,7,SOCIAL_EVENT,Mixed Sinhala+Latin,Test
S0454,P021,14,Personal Win - Stipand/Mahapola,Yeh...මහපොළ වැටිලා ..යෙහ්...මහපොළ වැටිලා,8,PERSONAL_WIN,Mixed Sinhala+Latin,Test
S0455,P021,15,Personal Win - Internship,Mget podi luck ekk thiye bn.මගෙත් පොඩි ලක් එකක් තියේ බං.,8,PERSONAL_WIN,Mixed Sinhala+Latin,Test
S0456,P021,16,Lectures - Attendance,Het attends aniwry bn.හෙට ඇටෙන්ඩර්ස් අනිවාර්යද බං,9,LECTURE_MANAGEMENT,Mixed Sinhala+Latin,Test
S0457,P021,17,Lectures - Cancellation,Me hlo lecture ek cancke d මේ හලෝ ලෙක්චර් කැන්සල්ද,9,LECTURE_MANAGEMENT,Mixed Sinhala+Latin,Test
S0458,P021,18,Commuting,Thw kochr dirk enn thiyenwd mt තව කොච්චර දුරක් එන්න තියෙනවද මට.,3,DAILY_CAMPUS_LOGISTICS,Mixed Sinhala+Latin,Test
S0459,P021,19,Notes - PDF Request,Hlo mt ad subject eke note ek pdf ekk widiht denko.හලෝ මට අද සබ්ජෙට් එකේ නෝට් එක පීඩීඑෆ් එකක් විදිහට දෙන්නකෝ,10,CAMPUS_RESOURCE_REQUEST,Mixed Sinhala+Latin,Test
S0460,P021,20,Wi-Fi Password Request ,Mt wifi oassword ek denwd oyge මට වයිෆයි පාස්වල්ඩ් දෙක කියනවද ඔයාගේ,10,CAMPUS_RESOURCE_REQUEST,Mixed Sinhala+Latin,Test
S0461,P021,21,Food - Canteen Menu,Ee mee ad dwlt canteen eke knn thiyene mond ඒ මේ අද කැන්ටින් එකේ දවල්ට කන්න තියෙන්නෙ මොනවද,11,FOOD_AND_CANTEEN,Mixed Sinhala+Latin,Test
S0462,P021,22,Food - Let's Eat,දැන් ගිහින් කාලා එමු අපි dn gihin kla emu api,11,FOOD_AND_CANTEEN,Mixed Sinhala+Latin,Test
S0463,P022,1,Academic Stress,Meka nam dan epa wela thiyenne,0,ACADEMIC_STRESS,Latin/Romanized,Test
S0464,P022,2,Campus Injustice,Me sirge wada nam mata penna baa epa wenawa,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Test
S0465,P022,3,Campus Culture/Ragging,Meyala apita puduma stress ekak denne,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Test
S0466,P022,4,Financial Stress,Salli keeyakwath na ane epa wenawa,2,FINANCIAL_STRESS,Latin/Romanized,Test
S0467,P022,5,Logistics/Food Issues,Bodime inna epa wenawa kannath hariyata naa,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Test
S0468,P022,6,Group Project Stress,Mata hema dema thaniyama karanna wela thiyenne,0,ACADEMIC_STRESS,Latin/Romanized,Test
S0469,P022,7,Isolation,Mata thanikamak daanenawa hema dema epa wela wage,4,SOCIAL_ISOLATION,Latin/Romanized,Test
S0470,P022,8,Academic Success - Difficult Subject,Me subject ekata hodama results thiyenne mata e nisa godakm sathutui,5,ACADEMIC_SUCCESS,Latin/Romanized,Test
S0471,P022,9,Academic Success - Repeat Subject,Mn me subject eka hodatama pass welaoku nidahasak,5,ACADEMIC_SUCCESS,Latin/Romanized,Test
S0472,P022,10,Freedom-Final Paper,Loku nidahasak danenawa,6,FINAL_PAPER_RELIEF,Latin/Romanized,Test
S0473,P022,11,Lightness-Final Paper,Project eka iwara karapu nisa loku sahalluwak danenawa,6,FINAL_PAPER_RELIEF,Latin/Romanized,Test
S0474,P022,12,Social Evant - Batch Trip,Mara sathutak danenawa,7,SOCIAL_EVENT,Latin/Romanized,Test
S0475,P022,13,Social Evant - Campus Evant,Marama athal ekak gaththa,7,SOCIAL_EVENT,Latin/Romanized,Test
S0476,P022,14,Personal Win - Stipand/Mahapola,Ada nam salli hambuna godak sathutui,8,PERSONAL_WIN,Latin/Romanized,Test
S0477,P022,15,Personal Win - Internship,Mata dream ekak wela thibuna place ekema internship eka set una,8,PERSONAL_WIN,Latin/Romanized,Test
S0478,P022,16,Lectures - Attendance,Heta lecture ekata aniwaryenma yanna oned,9,LECTURE_MANAGEMENT,Latin/Romanized,Test
S0479,P022,17,Lectures - Cancellation,Heta lecture eka cancel wena ekak nadda,9,LECTURE_MANAGEMENT,Latin/Romanized,Test
S0480,P022,18,Commuting,Mata enna thawa paya 2 withara yawi,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Test
S0481,P022,19,Notes - PDF Request,Mata eda lecture ekata enna bari una oyata notes tika ewanna puluwand,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Test
S0482,P022,20,Wi-Fi Password Request ,Wi fi password eka mokakda kiyala kiyanna puluwand,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Test
S0483,P022,21,Food - Canteen Menu,Ada lunch ekata monawada canteen eke thiyenne,11,FOOD_AND_CANTEEN,Latin/Romanized,Test
S0484,P022,22,Food - Let's Eat,Api dan gihin kala emuda,11,FOOD_AND_CANTEEN,Latin/Romanized,Test
S0485,P023,1,Academic Stress,Meka heta ude wenna kalin iwara kara ganna puluwan weida bn. Dn nm podi bayakuth danenewa,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0486,P023,2,Campus Injustice,Oka ganu perethaya.kellonta inna denne nhlu.mkak hari gemak ghala okawa campus eken elawnna oni,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0487,P023,3,Campus Culture/Ragging,Unta nm kawada hari mekata return eka denna oni.un hithan inne campus eka unge kiyla.,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0488,P023,4,Financial Stress,Kochchara ithuru karanna haduwath me ganna padiyen masayakwath jiwath wenna bhne.mase anthima tika gata ghagnna loan ekak ghnnma wenwa.,2,FINANCIAL_STRESS,Latin/Romanized,Train
S0489,P023,5,Logistics/Food Issues,Salli nathi kamata kanawa misak me canteen eke kama nm melo rahak nh,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0490,P023,6,Group Project Stress,Ubala athal ganin mn okkma wada tika thaniyen karanna oni.poddak support ekak dipallako bn,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0491,P023,7,Isolation,Aparade magei waradda mata un ekka patalenna ynne nathuwa inna thibbe.anthimata un okkoma eka paththak mn thani una,4,SOCIAL_ISOLATION,Latin/Romanized,Train
S0492,P023,8,Academic Success - Difficult Subject,Ado mechchara hoda grade ekak nm ei kiyala hithuwe nh,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0493,P023,9,Academic Success - Repeat Subject,Hmmo yanthan athi me para nm goda gihin.ubala nisa thma meka goda dagnna puluwn une,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0494,P023,10,Freedom-Final Paper,Hmmo dn nm marama free ekak danenne.puduma stress ekakin hitiye me subject eka iwra wenakam.,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0495,P023,11,Lightness-Final Paper,Masa ganak katta kala koma hari ekath iwara kala.puduma nidahasak danenne,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0496,P023,12,Social Evant - Batch Trip,Ado kalekin mehema athal ekak gnne,7,SOCIAL_EVENT,Latin/Romanized,Train
S0497,P023,13,Social Evant - Campus Evant,Patta kattak kala me event ekath next level widiyata kala ehenm,7,SOCIAL_EVENT,Latin/Romanized,Train
S0498,P023,14,Personal Win - Stipand/Mahapola,Ado maha pola watila.ada nm set wenna oni,8,PERSONAL_WIN,Latin/Romanized,Train
S0499,P023,15,Personal Win - Internship,Ado mn sahenna kalayak baln hitiye bn methana intern ekak karnna.anthimata ekath set una,8,PERSONAL_WIN,Latin/Romanized,Train
S0500,P023,16,Lectures - Attendance,Heta lecture ekta ynnma onida bn. Attendance balaida,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0501,P023,17,Lectures - Cancellation,Ada lecture eka nh kiyla kiwwda bn,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0502,P023,18,Commuting,Mn kotuwa station eke inne thwa paya bagayak yankota campus eke,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0503,P023,19,Notes - PDF Request,Iye chemistry lecture eke note tika puluwn nm dapanko bn.mta enna bari una,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0504,P023,20,Wi-Fi Password Request ,Mata ube wifi password eka kiyapnko,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0505,P023,21,Food - Canteen Menu,Dwlta kama mnda bn thiyenne.maluwa hodaida blapn,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0506,P023,22,Food - Let's Eat,Waren kala imuko mulinma,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0507,P024,1,Academic Stress,Mtnm mew ep wel thiyenne bm,0,ACADEMIC_STRESS,Latin/Romanized,Validation
S0508,P024,2,Campus Injustice,Me wge klknni mi hrk ennkm me campus hdnn b bm,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Validation
S0509,P024,3,Campus Culture/Ragging,Psse blgmu,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Validation
S0510,P024,4,Financial Stress,Athe sth phk ne mon krnnd itin,2,FINANCIAL_STRESS,Latin/Romanized,Validation
S0511,P024,5,Logistics/Food Issues,Mew knwt wd hodi punnkku knw,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Validation
S0512,P024,6,Group Project Stress,Hri shook very good,0,ACADEMIC_STRESS,Latin/Romanized,Validation
S0513,P024,7,Isolation,Thamnt hemdm thmn withrmi,4,SOCIAL_ISOLATION,Latin/Romanized,Validation
S0514,P024,8,Academic Success - Difficult Subject,Mt hith gnn b bn,5,ACADEMIC_SUCCESS,Latin/Romanized,Validation
S0515,P024,9,Academic Success - Repeat Subject,Mru oii,5,ACADEMIC_SUCCESS,Latin/Romanized,Validation
S0516,P024,10,Freedom-Final Paper,Serm ewri ammo,6,FINAL_PAPER_RELIEF,Latin/Romanized,Validation
S0517,P024,11,Lightness-Final Paper,Hem mgulm ewri den mn nidhs,6,FINAL_PAPER_RELIEF,Latin/Romanized,Validation
S0518,P024,12,Social Evant - Batch Trip,Mehem dwsk ay enwnm,7,SOCIAL_EVENT,Latin/Romanized,Validation
S0519,P024,13,Social Evant - Campus Evant,Me dws ewr un neththm hodi neh,7,SOCIAL_EVENT,Latin/Romanized,Validation
S0520,P024,14,Personal Win - Stipand/Mahapola,Ad bomud,8,PERSONAL_WIN,Latin/Romanized,Validation
S0521,P024,15,Personal Win - Internship,Mm hithuwe n bn ado ptt sthutui,8,PERSONAL_WIN,Latin/Romanized,Validation
S0522,P024,16,Lectures - Attendance,Het lecture ekt attemdence dnn onimd bm,9,LECTURE_MANAGEMENT,Latin/Romanized,Validation
S0523,P024,17,Lectures - Cancellation,Het lecture thiynwd bm,9,LECTURE_MANAGEMENT,Latin/Romanized,Validation
S0524,P024,18,Commuting,Mm enkot me welw wge wei bm,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Validation
S0525,P024,19,Notes - PDF Request,Ado ar lecture eke note ek dko,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Validation
S0526,P024,20,Wi-Fi Password Request ,Ado wifi password ek diko,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Validation
S0527,P024,21,Food - Canteen Menu,Ad dwlt mond bm knne,11,FOOD_AND_CANTEEN,Latin/Romanized,Validation
S0528,P024,22,Food - Let's Eat,Kmu ned bm,11,FOOD_AND_CANTEEN,Latin/Romanized,Validation
S0529,P025,1,Academic Stress,Shit appiriyai,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0530,P025,2,Campus Injustice,Denna hithenwa kana palenna,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0531,P025,3,Campus Culture/Ragging,Normal,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0532,P025,4,Financial Stress,Kalakirenawa,2,FINANCIAL_STRESS,Latin/Romanized,Train
S0533,P025,5,Logistics/Food Issues,Monauttakd,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0534,P025,6,Group Project Stress,Munge paul pitin hedi gewila palayan,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0535,P025,7,Isolation,Owa wadak nh,4,SOCIAL_ISOLATION,Latin/Romanized,Train
S0536,P025,8,Academic Success - Difficult Subject,Mmm wow,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0537,P025,9,Academic Success - Repeat Subject,Happyak hapiyak,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0538,P025,10,Freedom-Final Paper,Happy,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0539,P025,11,Lightness-Final Paper,Party dala,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0540,P025,12,Social Evant - Batch Trip,Maru ekah,7,SOCIAL_EVENT,Latin/Romanized,Train
S0541,P025,13,Social Evant - Campus Evant,Normal,7,SOCIAL_EVENT,Latin/Romanized,Train
S0542,P025,14,Personal Win - Stipand/Mahapola,Maha polak nh,8,PERSONAL_WIN,Latin/Romanized,Train
S0543,P025,15,Personal Win - Internship,Supiri,8,PERSONAL_WIN,Latin/Romanized,Train
S0544,P025,16,Lectures - Attendance,E bn heta yannma onei epa wenwne hetath lec dala,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0545,P025,17,Lectures - Cancellation,Ado het lec ntd,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0546,P025,18,Commuting,Mn bodime idn engamn inneee windi 5 enwa,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0547,P025,19,Notes - PDF Request,Me oyai gaw ar lesson eke note tiyeid,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0548,P025,20,Wi-Fi Password Request ,Pw eka dipnko,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0549,P025,21,Food - Canteen Menu,Ada canteen eke monwad tyno dkkee,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0551,P026,1,Academic Stress,කොහොම හරි මේක හෙට කරලා දාන්න ඕනි,0,ACADEMIC_STRESS,Sinhala Script,Train
S0552,P026,2,Campus Injustice,Ignore කරනවා,1,CAMPUS_SAFETY_INJUSTICE,Mixed Sinhala+Latin,Train
S0553,P026,3,Campus Culture/Ragging,තනියම ඉන්නවා,1,CAMPUS_SAFETY_INJUSTICE,Sinhala Script,Train
S0554,P026,4,Financial Stress,මොන ජීවිතයක්ද මේ,2,FINANCIAL_STRESS,Sinhala Script,Train
S0555,P026,5,Logistics/Food Issues,අප්පිරියයි දැන් නම් බෝඩිමේ ඉන්න එක,3,DAILY_CAMPUS_LOGISTICS,Sinhala Script,Train
S0556,P026,6,Group Project Stress,මුන් එක්ක බෑ මේක කරන්න,0,ACADEMIC_STRESS,Sinhala Script,Train
S0557,P026,7,Isolation,හිතාගන්න බැරුව ඉන්නේ,4,SOCIAL_ISOLATION,Sinhala Script,Train
S0558,P026,8,Academic Success - Difficult Subject,අඩෝ මන් මේක පාස්,5,ACADEMIC_SUCCESS,Sinhala Script,Train
S0559,P026,9,Academic Success - Repeat Subject,කොහොමද මන් මේක පාස් උනේ,5,ACADEMIC_SUCCESS,Sinhala Script,Train
S0560,P026,10,Freedom-Final Paper,Doby දැන් free,6,FINAL_PAPER_RELIEF,Mixed Sinhala+Latin,Train
S0561,P026,11,Lightness-Final Paper,දැන් නම් ඇති,6,FINAL_PAPER_RELIEF,Sinhala Script,Train
S0562,P026,12,Social Evant - Batch Trip,පිස්සු නටන්න තමයි,7,SOCIAL_EVENT,Sinhala Script,Train
S0563,P026,13,Social Evant - Campus Evant,Enjoy කරන්න,7,SOCIAL_EVENT,Mixed Sinhala+Latin,Train
S0564,P026,14,Personal Win - Stipand/Mahapola,අඩෝ සල්ලි වැටිලා account එකට,8,PERSONAL_WIN,Mixed Sinhala+Latin,Train
S0565,P026,15,Personal Win - Internship,අඩෝ මේ company එක ආවා,8,PERSONAL_WIN,Mixed Sinhala+Latin,Train
S0566,P026,16,Lectures - Attendance,හෙට lectures attendance compulsory d,9,LECTURE_MANAGEMENT,Mixed Sinhala+Latin,Train
S0567,P026,17,Lectures - Cancellation,Ada lectures cancel d bn,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0568,P026,18,Commuting,Mn thw 20min wge enw,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0569,P026,19,Notes - PDF Request,Pereda lectures ewpnko,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0570,P026,20,Wi-Fi Password Request ,Wifi pw eka mokakda,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0571,P026,21,Food - Canteen Menu,Dawalata kanna monad thiyenne balapnko,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0572,P026,22,Food - Let's Eat,Waren kanna yanna. Badagini,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0573,P027,1,Academic Stress,Karuma jeewitha mewwa,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0574,P027,2,Campus Injustice,Magula mt epa wela thiyenne,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0575,P027,3,Campus Culture/Ragging,Mun ekka be epawenwa campus ekth epa krnwa,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0576,P027,4,Financial Stress,Salli wlta mona wenawda mnda,2,FINANCIAL_STRESS,Latin/Romanized,Train
S0577,P027,5,Logistics/Food Issues,Mala jarawa knnth be,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0578,P027,6,Group Project Stress,Thopita contribution nam denne ne,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0579,P027,7,Isolation,Mt mokekwath epa,4,SOCIAL_ISOLATION,Latin/Romanized,Train
S0580,P027,8,Academic Success - Difficult Subject,Ado marune,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0581,P027,9,Academic Success - Repeat Subject,Amme athi yantham,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0582,P027,10,Freedom-Final Paper,Ekath iwarai,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0583,P027,11,Lightness-Final Paper,Loku deyak eka iwara una ekanm,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0584,P027,12,Social Evant - Batch Trip,Ado athal bn,7,SOCIAL_EVENT,Latin/Romanized,Train
S0585,P027,13,Social Evant - Campus Evant,Gemmak thamai,7,SOCIAL_EVENT,Latin/Romanized,Train
S0586,P027,14,Personal Win - Stipand/Mahapola,Ado salli wetila,8,PERSONAL_WIN,Latin/Romanized,Train
S0587,P027,15,Personal Win - Internship,Hoda intern ekak hambuna,8,PERSONAL_WIN,Latin/Romanized,Train
S0588,P027,16,Lectures - Attendance,Attendance balaida bn,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0589,P027,17,Lectures - Cancellation,Lectures thiynwd cancel da bn,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0590,P027,18,Commuting,Tikak wela yai bn thwa maga,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0591,P027,19,Notes - PDF Request,Ane bn note tika diyanko,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0592,P027,20,Wi-Fi Password Request ,Wifi password eka diyanko,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0593,P027,21,Food - Canteen Menu,Dawalta knna monada bn thiyenne,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0594,P027,22,Food - Let's Eat,Kala emuda,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0595,P028,1,Academic Stress,මචං හෙට assignment එකක් කරන්න තියෙනවා බං,0,ACADEMIC_STRESS,Mixed Sinhala+Latin,Train
S0596,P028,2,Campus Injustice,ඉවසන් ඉන්නවා,1,CAMPUS_SAFETY_INJUSTICE,Sinhala Script,Train
S0597,P028,3,Campus Culture/Ragging,ඉවසිම,1,CAMPUS_SAFETY_INJUSTICE,Sinhala Script,Train
S0598,P028,4,Financial Stress,අයියො තව සල්ලි තිබ්බා නම්,2,FINANCIAL_STRESS,Sinhala Script,Train
S0599,P028,5,Logistics/Food Issues,කනගාටුවෙන් මහා තරහින්,3,DAILY_CAMPUS_LOGISTICS,Sinhala Script,Train
S0600,P028,6,Group Project Stress,වැඩ කරන්නැතුව ඉදලා ලකුණු බලාපොරොත්තු වෙන්න එපාා,0,ACADEMIC_STRESS,Sinhala Script,Train
S0601,P028,7,Isolation,ම්,4,SOCIAL_ISOLATION,Sinhala Script,Train
S0602,P028,8,Academic Success - Difficult Subject,Wow,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0603,P028,9,Academic Success - Repeat Subject,Wow,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0604,P028,10,Freedom-Final Paper,සැනසිමක්,6,FINAL_PAPER_RELIEF,Sinhala Script,Train
S0607,P028,13,Social Evant - Campus Evant,නියමය්,7,SOCIAL_EVENT,Sinhala Script,Train
S0608,P028,14,Personal Win - Stipand/Mahapola,සල්ලි වැඩුනා බං,8,PERSONAL_WIN,Sinhala Script,Train
S0610,P028,16,Lectures - Attendance,උබ⁣ හෙට යනවද?,9,LECTURE_MANAGEMENT,Sinhala Script,Train
S0611,P028,17,Lectures - Cancellation,හෙට ලෙච්ච එක නැලු ද බං,9,LECTURE_MANAGEMENT,Sinhala Script,Train
S0612,P028,18,Commuting,තව ටිකකින් ඔතන බං,3,DAILY_CAMPUS_LOGISTICS,Sinhala Script,Train
S0613,P028,19,Notes - PDF Request,අරකෙ pdf ටික දාහන් කො,10,CAMPUS_RESOURCE_REQUEST,Mixed Sinhala+Latin,Train
S0614,P028,20,Wi-Fi Password Request ,මෙක ගහලා දියන්,10,CAMPUS_RESOURCE_REQUEST,Sinhala Script,Train
S0615,P028,21,Food - Canteen Menu,අද මොනවද කන්නෙ,11,FOOD_AND_CANTEEN,Sinhala Script,Train
S0616,P028,22,Food - Let's Eat,යමන් මොනවා හරි කන්න,11,FOOD_AND_CANTEEN,Sinhala Script,Train
S0617,P029,1,Academic Stress,E bn het ned assignment ek okkoma iwrth na bn.,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0618,P029,2,Campus Injustice,Lecat nan track bn mona iywnwd mnd,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0639,P030,1,Academic Stress,Steress eka wadi bn,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0640,P030,2,Campus Injustice,Monnatama bainanawa,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0641,P030,3,Campus Culture/Ragging,Hama ekatama baninawa,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0642,P030,4,Financial Stress,Athe sathe naa bn antha asarana wela inne,2,FINANCIAL_STRESS,Latin/Romanized,Train
S0643,P030,5,Logistics/Food Issues,Mee kama wala raha naa bn,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0644,P030,6,Group Project Stress,Okkoma karanna wela thiyenne matane,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0645,P030,7,Isolation,Okkoma epa wela bn thiyenne,4,SOCIAL_ISOLATION,Latin/Romanized,Train
S0646,P030,8,Academic Success - Difficult Subject,Hithuwewath naa bn pass wei kiyala,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0647,P030,9,Academic Success - Repeat Subject,Dan nan okkoma hri bn,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0648,P030,10,Freedom-Final Paper,Api dan nidahs,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0649,P030,11,Lightness-Final Paper,Marama nidahsak bm danenne,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0650,P030,12,Social Evant - Batch Trip,Patta bn,7,SOCIAL_EVENT,Latin/Romanized,Train
S0651,P030,13,Social Evant - Campus Evant,Maru bn set ekama innawane,7,SOCIAL_EVENT,Latin/Romanized,Train
S0652,P030,14,Personal Win - Stipand/Mahapola,Adoo salli watila bm,8,PERSONAL_WIN,Latin/Romanized,Train
S0653,P030,15,Personal Win - Internship,Adoo intern eka set una bn,8,PERSONAL_WIN,Latin/Romanized,Train
S0654,P030,16,Lectures - Attendance,Attendance balanawada bn,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0655,P030,17,Lectures - Cancellation,Heta lectures cancel da bn,9,LECTURE_MANAGEMENT,Latin/Romanized,Train
S0656,P030,18,Commuting,Thawa winadi 20 k withara yanawa bn,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0657,P030,19,Notes - PDF Request,Lecture note tika ewahnko bn,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0658,P030,20,Wi-Fi Password Request ,Wifi password eka diyanko,10,CAMPUS_RESOURCE_REQUEST,Latin/Romanized,Train
S0659,P030,21,Food - Canteen Menu,Kanna monada bn thiyenne,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0660,P030,22,Food - Let's Eat,Kala yamn bn,11,FOOD_AND_CANTEEN,Latin/Romanized,Train
S0661,P031,1,Academic Stress,Epa wela thiyenne me assignment nam,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0662,P031,2,Campus Injustice,Puduma minissu inne,1,CAMPUS_SAFETY_INJUSTICE,Latin/Romanized,Train
S0664,P031,4,Financial Stress,Mara aul ane,2,FINANCIAL_STRESS,Latin/Romanized,Train
S0665,P031,5,Logistics/Food Issues,Kana ekath epa wela thiyenne dn nm,3,DAILY_CAMPUS_LOGISTICS,Latin/Romanized,Train
S0666,P031,6,Group Project Stress,Mara stress ekak thiyenne okkogema wada tika karanna welane,0,ACADEMIC_STRESS,Latin/Romanized,Train
S0667,P031,7,Isolation,Tharaha una ekamai hoda me wage friendship thibila wadak na,4,SOCIAL_ISOLATION,Latin/Romanized,Train
S0668,P031,8,Academic Success - Difficult Subject,Ammo super,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0669,P031,9,Academic Success - Repeat Subject,Hithagannath ba pass una kiwwahama,5,ACADEMIC_SUCCESS,Latin/Romanized,Train
S0670,P031,10,Freedom-Final Paper,Ammo dn nm mara nidahas. Next subject ekatath meeta wada hodata padam krnn oni,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0671,P031,11,Lightness-Final Paper,Stress eka nathi una dn nm,6,FINAL_PAPER_RELIEF,Latin/Romanized,Train
S0672,P031,12,Social Evant - Batch Trip,Mara enjoyable minissu tikak,7,SOCIAL_EVENT,Latin/Romanized,Train
