Sample_ID,Participant_ID,Source_Row,Scenario_ID,Scenario_Name,Raw_Text,Label_Code,Clean_Text,Script_Type,Quality_Flag,Keep_Status,Duplicate_Check,Dataset_Split
S0448,P021,22,8,Academic Success - Difficult Subject,mek nm mge luk ek thm.මේක නම් මගේ ලක් එක තමා.,3,mek nm mge luk ek thm.මේක නම් මගේ ලක් එක තමා.,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0449,P021,22,9,Academic Success - Repeat Subject,deiyne...athi yntm god d gtha.දෙයියනේ ඇති යන්තම් ගොඩදා ගත්තා,3,deiyne...athi yntm god d gtha.දෙයියනේ ඇති යන්තම් ගොඩදා ගත්තා,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0450,P021,22,10,Freedom-Final Paper,Yeh.mn nidhs ekth iwri.යේ මං නිදහස්.ඒකත් ඉවරයි,3,Yeh.mn nidhs ekth iwri.යේ මං නිදහස්.ඒකත් ඉවරයි,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0451,P021,22,11,Lightness-Final Paper,Done😎ඩන්,3,Done😎ඩන්,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0452,P021,22,12,Social Evant - Batch Trip,Jewithe lssn kle.ජීවිතයේ ලස්සන කාලේ,3,Jewithe lssn kle.ජීවිතයේ ලස්සන කාලේ,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0453,P021,22,13,Social Evant - Campus Evant,Hamotm mem awastha lben na.හැමෝටම මෙහෙම අවස්ථා ලැබෙන්නේ නැහැ.,3,Hamotm mem awastha lben na.හැමෝටම මෙහෙම අවස්ථා ලැබෙන්නේ නැහැ.,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0454,P021,22,14,Personal Win - Stipand/Mahapola,Yeh...මහපොළ වැටිලා ..යෙහ්...මහපොළ වැටිලා,3,Yeh...මහපොළ වැටිලා ..යෙහ්...මහපොළ වැටිලා,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0455,P021,22,15,Personal Win - Internship,Mget podi luck ekk thiye bn.මගෙත් පොඩි ලක් එකක් තියේ බං.,3,Mget podi luck ekk thiye bn.මගෙත් පොඩි ලක් එකක් තියේ බං.,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0456,P021,22,16,Lectures - Attendance,Het attends aniwry bn.හෙට  ඇටෙන්ඩර්ස් අනිවාර්යද බං,2,Het attends aniwry bn.හෙට ඇටෙන්ඩර්ස් අනිවාර්යද බං,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0457,P021,22,17,Lectures - Cancellation, Me hlo lecture ek cancke dමේ හලෝ ලෙක්චර් කැන්සල්ද,3,Me hlo lecture ek cancke d මේ හලෝ ලෙක්චර් කැන්සල්ද,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0458,P021,22,18,Commuting,Thw kochr dirk enn thiyenwd mtතව කොච්චර දුරක් එන්න තියෙනවද මට.,2,Thw kochr dirk enn thiyenwd mt තව කොච්චර දුරක් එන්න තියෙනවද මට.,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0459,P021,22,19,Notes - PDF Request,Hlo mt ad subject eke note ek pdf ekk widiht denko.හලෝ මට අද සබ්ජෙට් එකේ නෝට් එක පීඩීඑෆ් එකක් විදිහට දෙන්නකෝ ,3,Hlo mt ad subject eke note ek pdf ekk widiht denko.හලෝ මට අද සබ්ජෙට් එකේ නෝට් එක පීඩීඑෆ් එකක් විදිහට දෙන්නකෝ,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0460,P021,22,20,Wi-Fi Password Request ,Mt wifi oassword ek denwd oyge   මට වයිෆයි පාස්වල්ඩ් දෙක කියනවද ඔයාගේ,2,Mt wifi oassword ek denwd oyge මට වයිෆයි පාස්වල්ඩ් දෙක කියනවද ඔයාගේ,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0461,P021,22,21,Food - Canteen Menu, Ee mee ad dwlt canteen eke knn thiyene mond   ඒ මේ අද කැන්ටින් එකේ දවල්ට කන්න තියෙන්නෙ මොනවද,2,Ee mee ad dwlt canteen eke knn thiyene mond ඒ මේ අද කැන්ටින් එකේ දවල්ට කන්න තියෙන්නෙ මොනවද,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0462,P021,22,22,Food - Let's Eat, දැන් ගිහින් කාලා එමු අපි  dn  gihin kla emu api,2,දැන් ගිහින් කාලා එමු අපි dn gihin kla emu api,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0463,P022,23,1,Academic Stress,Meka nam dan epa wela thiyenne,2,Meka nam dan epa wela thiyenne,Latin/Romanized,OK,KEEP,OK,Train
S0464,P022,23,2,Campus Injustice,Me sirge wada nam mata penna baa epa wenawa,2,Me sirge wada nam mata penna baa epa wenawa,Latin/Romanized,OK,KEEP,OK,Train
S0465,P022,23,3,Campus Culture/Ragging,Meyala apita puduma stress ekak denne,1,Meyala apita puduma stress ekak denne,Latin/Romanized,OK,KEEP,OK,Train
S0466,P022,23,4,Financial Stress,Salli keeyakwath na ane epa wenawa,1,Salli keeyakwath na ane epa wenawa,Latin/Romanized,OK,KEEP,OK,Train
S0467,P022,23,5,Logistics/Food Issues,Bodime inna epa wenawa kannath hariyata naa,1,Bodime inna epa wenawa kannath hariyata naa,Latin/Romanized,OK,KEEP,OK,Train
S0468,P022,23,6,Group Project Stress,Mata hema dema thaniyama karanna wela thiyenne,2,Mata hema dema thaniyama karanna wela thiyenne,Latin/Romanized,OK,KEEP,OK,Train
S0469,P022,23,7,Isolation,Mata thanikamak daanenawa hema dema epa wela wage,1,Mata thanikamak daanenawa hema dema epa wela wage,Latin/Romanized,OK,KEEP,OK,Train
S0470,P022,23,8,Academic Success - Difficult Subject,Me subject ekata hodama results thiyenne mata e nisa godakm sathutui,5,Me subject ekata hodama results thiyenne mata e nisa godakm sathutui,Latin/Romanized,OK,KEEP,OK,Train
S0471,P022,23,9,Academic Success - Repeat Subject,Mn me subject eka hodatama pass welaoku nidahasak ,5,Mn me subject eka hodatama pass welaoku nidahasak,Latin/Romanized,OK,KEEP,OK,Train
S0472,P022,23,10,Freedom-Final Paper,Loku nidahasak danenawa,5,Loku nidahasak danenawa,Latin/Romanized,OK,KEEP,OK,Train
S0473,P022,23,11,Lightness-Final Paper,Project eka iwara karapu nisa loku sahalluwak danenawa,5,Project eka iwara karapu nisa loku sahalluwak danenawa,Latin/Romanized,OK,KEEP,OK,Train
S0474,P022,23,12,Social Evant - Batch Trip,Mara sathutak danenawa,5,Mara sathutak danenawa,Latin/Romanized,OK,KEEP,OK,Train
S0475,P022,23,13,Social Evant - Campus Evant,Marama athal ekak gaththa,5,Marama athal ekak gaththa,Latin/Romanized,OK,KEEP,OK,Train
S0476,P022,23,14,Personal Win - Stipand/Mahapola,Ada nam salli hambuna godak sathutui,5,Ada nam salli hambuna godak sathutui,Latin/Romanized,OK,KEEP,OK,Train
S0477,P022,23,15,Personal Win - Internship,Mata dream ekak wela thibuna place ekema internship eka set una,5,Mata dream ekak wela thibuna place ekema internship eka set una,Latin/Romanized,OK,KEEP,OK,Train
S0478,P022,23,16,Lectures - Attendance,Heta lecture ekata aniwaryenma yanna oned,3,Heta lecture ekata aniwaryenma yanna oned,Latin/Romanized,OK,KEEP,OK,Train
S0479,P022,23,17,Lectures - Cancellation,Heta lecture eka cancel wena ekak nadda,3,Heta lecture eka cancel wena ekak nadda,Latin/Romanized,OK,KEEP,OK,Train
S0480,P022,23,18,Commuting,Mata enna thawa paya 2 withara yawi,3,Mata enna thawa paya 2 withara yawi,Latin/Romanized,OK,KEEP,OK,Train
S0481,P022,23,19,Notes - PDF Request,Mata eda lecture ekata enna bari una oyata notes tika ewanna puluwand,2,Mata eda lecture ekata enna bari una oyata notes tika ewanna puluwand,Latin/Romanized,OK,KEEP,OK,Train
S0482,P022,23,20,Wi-Fi Password Request ,Wi fi password eka mokakda kiyala kiyanna puluwand,3,Wi fi password eka mokakda kiyala kiyanna puluwand,Latin/Romanized,OK,KEEP,OK,Train
S0483,P022,23,21,Food - Canteen Menu,Ada lunch ekata monawada canteen eke thiyenne,3,Ada lunch ekata monawada canteen eke thiyenne,Latin/Romanized,OK,KEEP,OK,Train
S0484,P022,23,22,Food - Let's Eat,Api dan gihin kala emuda,3,Api dan gihin kala emuda,Latin/Romanized,OK,KEEP,OK,Train
S0485,P023,24,1,Academic Stress,Meka heta ude wenna kalin iwara kara ganna puluwan weida bn. Dn nm podi bayakuth danenewa,3,Meka heta ude wenna kalin iwara kara ganna puluwan weida bn. Dn nm podi bayakuth danenewa,Latin/Romanized,OK,KEEP,OK,Train
S0486,P023,24,2,Campus Injustice,Oka ganu perethaya.kellonta inna denne nhlu.mkak hari gemak ghala okawa campus eken elawnna oni,5,Oka ganu perethaya.kellonta inna denne nhlu.mkak hari gemak ghala okawa campus eken elawnna oni,Latin/Romanized,OK,KEEP,OK,Train
S0487,P023,24,3,Campus Culture/Ragging,Unta nm kawada hari mekata return eka denna oni.un hithan inne campus eka unge kiyla.,5,Unta nm kawada hari mekata return eka denna oni.un hithan inne campus eka unge kiyla.,Latin/Romanized,OK,KEEP,OK,Train
S0488,P023,24,4,Financial Stress,Kochchara ithuru karanna haduwath me ganna padiyen masayakwath jiwath wenna bhne.mase anthima tika gata ghagnna loan ekak ghnnma wenwa.,2,Kochchara ithuru karanna haduwath me ganna padiyen masayakwath jiwath wenna bhne.mase anthima tika gata ghagnna loan ekak ghnnma wenwa.,Latin/Romanized,OK,KEEP,OK,Train
S0489,P023,24,5,Logistics/Food Issues,Salli nathi kamata kanawa misak me canteen eke kama nm melo rahak nh,2,Salli nathi kamata kanawa misak me canteen eke kama nm melo rahak nh,Latin/Romanized,OK,KEEP,OK,Train
S0490,P023,24,6,Group Project Stress,Ubala athal ganin mn okkma wada tika thaniyen karanna oni.poddak support ekak dipallako bn,3,Ubala athal ganin mn okkma wada tika thaniyen karanna oni.poddak support ekak dipallako bn,Latin/Romanized,OK,KEEP,OK,Train
S0491,P023,24,7,Isolation,Aparade magei waradda mata un ekka patalenna ynne nathuwa inna thibbe.anthimata un okkoma eka paththak mn thani una,1,Aparade magei waradda mata un ekka patalenna ynne nathuwa inna thibbe.anthimata un okkoma eka paththak mn thani una,Latin/Romanized,OK,KEEP,OK,Train
S0492,P023,24,8,Academic Success - Difficult Subject,Ado mechchara hoda grade ekak nm ei kiyala hithuwe nh,5,Ado mechchara hoda grade ekak nm ei kiyala hithuwe nh,Latin/Romanized,OK,KEEP,OK,Train
S0493,P023,24,9,Academic Success - Repeat Subject,Hmmo yanthan athi me para nm goda gihin.ubala nisa thma meka goda dagnna puluwn une,5,Hmmo yanthan athi me para nm goda gihin.ubala nisa thma meka goda dagnna puluwn une,Latin/Romanized,OK,KEEP,OK,Train
S0494,P023,24,10,Freedom-Final Paper,Hmmo dn nm marama free ekak danenne.puduma stress ekakin hitiye me subject eka iwra wenakam.,4,Hmmo dn nm marama free ekak danenne.puduma stress ekakin hitiye me subject eka iwra wenakam.,Latin/Romanized,OK,KEEP,OK,Train
S0495,P023,24,11,Lightness-Final Paper,Masa ganak katta kala koma hari ekath iwara kala.puduma nidahasak danenne,5,Masa ganak katta kala koma hari ekath iwara kala.puduma nidahasak danenne,Latin/Romanized,OK,KEEP,OK,Train
S0496,P023,24,12,Social Evant - Batch Trip,Ado kalekin mehema athal ekak gnne ,5,Ado kalekin mehema athal ekak gnne,Latin/Romanized,OK,KEEP,OK,Train
S0497,P023,24,13,Social Evant - Campus Evant,Patta kattak kala me event ekath next level widiyata kala ehenm ,5,Patta kattak kala me event ekath next level widiyata kala ehenm,Latin/Romanized,OK,KEEP,OK,Train
S0498,P023,24,14,Personal Win - Stipand/Mahapola,Ado maha pola watila.ada nm set wenna oni,5,Ado maha pola watila.ada nm set wenna oni,Latin/Romanized,OK,KEEP,OK,Train
S0499,P023,24,15,Personal Win - Internship,Ado mn sahenna kalayak baln hitiye bn methana intern ekak karnna.anthimata ekath set una,5,Ado mn sahenna kalayak baln hitiye bn methana intern ekak karnna.anthimata ekath set una,Latin/Romanized,OK,KEEP,OK,Train
S0500,P023,24,16,Lectures - Attendance,Heta lecture ekta ynnma onida bn. Attendance balaida,3,Heta lecture ekta ynnma onida bn. Attendance balaida,Latin/Romanized,OK,KEEP,OK,Train
S0501,P023,24,17,Lectures - Cancellation,Ada lecture eka nh kiyla kiwwda bn,3,Ada lecture eka nh kiyla kiwwda bn,Latin/Romanized,OK,KEEP,OK,Train
S0502,P023,24,18,Commuting,Mn kotuwa station eke inne thwa paya bagayak yankota campus eke,4,Mn kotuwa station eke inne thwa paya bagayak yankota campus eke,Latin/Romanized,OK,KEEP,OK,Train
S0503,P023,24,19,Notes - PDF Request,Iye chemistry lecture eke note tika puluwn nm dapanko bn.mta enna bari una,4,Iye chemistry lecture eke note tika puluwn nm dapanko bn.mta enna bari una,Latin/Romanized,OK,KEEP,OK,Train
S0504,P023,24,20,Wi-Fi Password Request ,Mata ube wifi password eka kiyapnko,3,Mata ube wifi password eka kiyapnko,Latin/Romanized,OK,KEEP,OK,Train
S0505,P023,24,21,Food - Canteen Menu,Dwlta kama mnda bn thiyenne.maluwa hodaida blapn,3,Dwlta kama mnda bn thiyenne.maluwa hodaida blapn,Latin/Romanized,OK,KEEP,OK,Train
S0506,P023,24,22,Food - Let's Eat,Waren kala imuko mulinma,4,Waren kala imuko mulinma,Latin/Romanized,OK,KEEP,OK,Train
S0507,P024,25,1,Academic Stress,Mtnm mew ep wel thiyenne bm,2,Mtnm mew ep wel thiyenne bm,Latin/Romanized,OK,KEEP,OK,Train
S0508,P024,25,2,Campus Injustice,Me wge klknni mi hrk ennkm me campus hdnn b bm,1,Me wge klknni mi hrk ennkm me campus hdnn b bm,Latin/Romanized,OK,KEEP,OK,Train
S0509,P024,25,3,Campus Culture/Ragging,Psse blgmu,2,Psse blgmu,Latin/Romanized,OK,KEEP,OK,Train
S0510,P024,25,4,Financial Stress,Athe sth phk ne mon krnnd itin,1,Athe sth phk ne mon krnnd itin,Latin/Romanized,OK,KEEP,OK,Train
S0511,P024,25,5,Logistics/Food Issues,Mew knwt wd hodi punnkku knw,3,Mew knwt wd hodi punnkku knw,Latin/Romanized,OK,KEEP,OK,Train
S0512,P024,25,6,Group Project Stress,Hri shook very good,3,Hri shook very good,Latin/Romanized,OK,KEEP,OK,Train
S0513,P024,25,7,Isolation,Thamnt hemdm thmn withrmi,3,Thamnt hemdm thmn withrmi,Latin/Romanized,OK,KEEP,OK,Train
S0514,P024,25,8,Academic Success - Difficult Subject,Mt hith gnn b bn,4,Mt hith gnn b bn,Latin/Romanized,OK,KEEP,OK,Train
S0515,P024,25,9,Academic Success - Repeat Subject,Mru oii,4,Mru oii,Latin/Romanized,OK,KEEP,OK,Train
S0516,P024,25,10,Freedom-Final Paper,Serm ewri ammo,4,Serm ewri ammo,Latin/Romanized,OK,KEEP,OK,Train
S0517,P024,25,11,Lightness-Final Paper,Hem mgulm ewri den mn nidhs,4,Hem mgulm ewri den mn nidhs,Latin/Romanized,OK,KEEP,OK,Train
S0518,P024,25,12,Social Evant - Batch Trip,Mehem dwsk ay enwnm,4,Mehem dwsk ay enwnm,Latin/Romanized,OK,KEEP,OK,Train
S0519,P024,25,13,Social Evant - Campus Evant,Me dws ewr un neththm hodi neh,4,Me dws ewr un neththm hodi neh,Latin/Romanized,OK,KEEP,OK,Train
S0520,P024,25,14,Personal Win - Stipand/Mahapola,Ad bomud,4,Ad bomud,Latin/Romanized,OK,KEEP,OK,Train
S0521,P024,25,15,Personal Win - Internship,Mm hithuwe n bn ado ptt sthutui,4,Mm hithuwe n bn ado ptt sthutui,Latin/Romanized,OK,KEEP,OK,Train
S0522,P024,25,16,Lectures - Attendance,Het lecture ekt attemdence dnn onimd bm,4,Het lecture ekt attemdence dnn onimd bm,Latin/Romanized,OK,KEEP,OK,Train
S0523,P024,25,17,Lectures - Cancellation,Het lecture thiynwd bm,4,Het lecture thiynwd bm,Latin/Romanized,OK,KEEP,OK,Train
S0524,P024,25,18,Commuting,Mm enkot me welw wge wei bm,4,Mm enkot me welw wge wei bm,Latin/Romanized,OK,KEEP,OK,Train
S0525,P024,25,19,Notes - PDF Request,Ado ar lecture eke note ek dko,4,Ado ar lecture eke note ek dko,Latin/Romanized,OK,KEEP,OK,Train
S0526,P024,25,20,Wi-Fi Password Request ,Ado wifi password ek diko,3,Ado wifi password ek diko,Latin/Romanized,OK,KEEP,OK,Train
S0527,P024,25,21,Food - Canteen Menu,Ad dwlt mond bm knne,4,Ad dwlt mond bm knne,Latin/Romanized,OK,KEEP,OK,Train
S0528,P024,25,22,Food - Let's Eat,Kmu ned bm,3,Kmu ned bm,Latin/Romanized,OK,KEEP,OK,Train
S0529,P025,26,1,Academic Stress,Shit appiriyai,5,Shit appiriyai,Latin/Romanized,OK,KEEP,OK,Train
S0530,P025,26,2,Campus Injustice,Denna hithenwa kana palenna,5,Denna hithenwa kana palenna,Latin/Romanized,OK,KEEP,OK,Train
S0531,P025,26,3,Campus Culture/Ragging,Normal,3,Normal,Latin/Romanized,OK,KEEP,CHECK DUPLICATE,Train
S0532,P025,26,4,Financial Stress,Kalakirenawa,5,Kalakirenawa,Latin/Romanized,OK,KEEP,OK,Train
S0533,P025,26,5,Logistics/Food Issues,Monauttakd ,5,Monauttakd,Latin/Romanized,OK,KEEP,OK,Train
S0534,P025,26,6,Group Project Stress,Munge paul pitin hedi gewila palayan ,5,Munge paul pitin hedi gewila palayan,Latin/Romanized,OK,KEEP,OK,Train
S0535,P025,26,7,Isolation,Owa wadak nh,1,Owa wadak nh,Latin/Romanized,OK,KEEP,OK,Train
S0536,P025,26,8,Academic Success - Difficult Subject,Mmm wow,5,Mmm wow,Latin/Romanized,OK,KEEP,OK,Train
S0537,P025,26,9,Academic Success - Repeat Subject,Happyak hapiyak,5,Happyak hapiyak,Latin/Romanized,OK,KEEP,OK,Train
S0538,P025,26,10,Freedom-Final Paper,Happy ,5,Happy,Latin/Romanized,OK,KEEP,OK,Train
S0539,P025,26,11,Lightness-Final Paper,Party dala,4,Party dala,Latin/Romanized,OK,KEEP,OK,Train
S0540,P025,26,12,Social Evant - Batch Trip,Maru ekah,5,Maru ekah,Latin/Romanized,OK,KEEP,OK,Train
S0541,P025,26,13,Social Evant - Campus Evant,Normal,3,Normal,Latin/Romanized,OK,KEEP,CHECK DUPLICATE,Train
S0542,P025,26,14,Personal Win - Stipand/Mahapola,Maha polak nh,1,Maha polak nh,Latin/Romanized,OK,KEEP,OK,Train
S0543,P025,26,15,Personal Win - Internship,Supiri,5,Supiri,Latin/Romanized,OK,KEEP,OK,Train
S0544,P025,26,16,Lectures - Attendance,E bn heta yannma onei epa wenwne hetath lec dala,1,E bn heta yannma onei epa wenwne hetath lec dala,Latin/Romanized,OK,KEEP,OK,Train
S0545,P025,26,17,Lectures - Cancellation,Ado het lec ntd,5,Ado het lec ntd,Latin/Romanized,OK,KEEP,OK,Train
S0546,P025,26,18,Commuting,Mn bodime idn engamn inneee windi 5 enwa,4,Mn bodime idn engamn inneee windi 5 enwa,Latin/Romanized,OK,KEEP,OK,Train
S0547,P025,26,19,Notes - PDF Request,Me oyai gaw ar lesson eke note tiyeid,3,Me oyai gaw ar lesson eke note tiyeid,Latin/Romanized,OK,KEEP,OK,Train
S0548,P025,26,20,Wi-Fi Password Request ,Pw eka dipnko,3,Pw eka dipnko,Latin/Romanized,OK,KEEP,OK,Train
S0549,P025,26,21,Food - Canteen Menu,Ada canteen eke monwad tyno dkkee,3,Ada canteen eke monwad tyno dkkee,Latin/Romanized,OK,KEEP,OK,Train
S0551,P026,27,1,Academic Stress,කොහොම හරි මේක හෙට කරලා දාන්න ඕනි,5,කොහොම හරි මේක හෙට කරලා දාන්න ඕනි,Sinhala Script,OK,KEEP,OK,Train
S0552,P026,27,2,Campus Injustice,Ignore කරනවා,3,Ignore කරනවා,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0553,P026,27,3,Campus Culture/Ragging,තනියම ඉන්නවා,3,තනියම ඉන්නවා,Sinhala Script,OK,KEEP,OK,Train
S0554,P026,27,4,Financial Stress,මොන ජීවිතයක්ද මේ ,3,මොන ජීවිතයක්ද මේ,Sinhala Script,OK,KEEP,OK,Train
S0555,P026,27,5,Logistics/Food Issues,අප්පිරියයි දැන් නම් බෝඩිමේ ඉන්න එක,2,අප්පිරියයි දැන් නම් බෝඩිමේ ඉන්න එක,Sinhala Script,OK,KEEP,OK,Train
S0556,P026,27,6,Group Project Stress,මුන් එක්ක බෑ මේක කරන්න,3,මුන් එක්ක බෑ මේක කරන්න,Sinhala Script,OK,KEEP,OK,Train
S0557,P026,27,7,Isolation,හිතාගන්න බැරුව ඉන්නේ,2,හිතාගන්න බැරුව ඉන්නේ,Sinhala Script,OK,KEEP,OK,Train
S0558,P026,27,8,Academic Success - Difficult Subject,අඩෝ මන් මේක පාස්,5,අඩෝ මන් මේක පාස්,Sinhala Script,OK,KEEP,OK,Train
S0559,P026,27,9,Academic Success - Repeat Subject,කොහොමද මන් මේක පාස් උනේ,4,කොහොමද මන් මේක පාස් උනේ,Sinhala Script,OK,KEEP,OK,Train
S0560,P026,27,10,Freedom-Final Paper,Doby දැන් free,2,Doby දැන් free,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0561,P026,27,11,Lightness-Final Paper,දැන් නම් ඇති,3,දැන් නම් ඇති,Sinhala Script,OK,KEEP,OK,Train
S0562,P026,27,12,Social Evant - Batch Trip,පිස්සු නටන්න තමයි,4,පිස්සු නටන්න තමයි,Sinhala Script,OK,KEEP,OK,Train
S0563,P026,27,13,Social Evant - Campus Evant,Enjoy කරන්න ,4,Enjoy කරන්න,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0564,P026,27,14,Personal Win - Stipand/Mahapola,අඩෝ සල්ලි වැටිලා account එකට,4,අඩෝ සල්ලි වැටිලා account එකට,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0565,P026,27,15,Personal Win - Internship,අඩෝ මේ company එක ආවා,5,අඩෝ මේ company එක ආවා,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0566,P026,27,16,Lectures - Attendance,හෙට lectures attendance compulsory d,3,හෙට lectures attendance compulsory d,Mixed Sinhala+Latin,OK,KEEP,OK,Train
S0567,P026,27,17,Lectures - Cancellation,Ada lectures cancel d bn,4,Ada lectures cancel d bn,Latin/Romanized,OK,KEEP,OK,Train
S0568,P026,27,18,Commuting,Mn thw 20min wge enw,3,Mn thw 20min wge enw,Latin/Romanized,OK,KEEP,OK,Train
S0569,P026,27,19,Notes - PDF Request,Pereda lectures ewpnko,5,Pereda lectures ewpnko,Latin/Romanized,OK,KEEP,OK,Train
S0570,P026,27,20,Wi-Fi Password Request ,Wifi pw eka mokakda,4,Wifi pw eka mokakda,Latin/Romanized,OK,KEEP,OK,Train
S0571,P026,27,21,Food - Canteen Menu,Dawalata kanna monad thiyenne balapnko,3,Dawalata kanna monad thiyenne balapnko,Latin/Romanized,OK,KEEP,OK,Train
S0572,P026,27,22,Food - Let's Eat,Waren kanna yanna. Badagini,5,Waren kanna yanna. Badagini,Latin/Romanized,OK,KEEP,OK,Train
S0617,P029,30,1,Academic Stress,E bn het ned assignment ek okkoma iwrth na bn.,2,E bn het ned assignment ek okkoma iwrth na bn.,Latin/Romanized,OK,KEEP,OK,Train
S0618,P029,30,2,Campus Injustice,Lecat nan track bn mona iywnwd mnd,2,Lecat nan track bn mona iywnwd mnd,Latin/Romanized,OK,KEEP,OK,Train
S0639,P030,31,1,Academic Stress,Steress eka wadi bn,2,Steress eka wadi bn,Latin/Romanized,OK,KEEP,OK,Train
S0640,P030,31,2,Campus Injustice,Monnatama bainanawa,4,Monnatama bainanawa,Latin/Romanized,OK,KEEP,OK,Train
S0641,P030,31,3,Campus Culture/Ragging,Hama ekatama baninawa,3,Hama ekatama baninawa,Latin/Romanized,OK,KEEP,OK,Train
S0642,P030,31,4,Financial Stress,Athe sathe naa bn antha asarana wela inne,2,Athe sathe naa bn antha asarana wela inne,Latin/Romanized,OK,KEEP,OK,Train
S0643,P030,31,5,Logistics/Food Issues,Mee kama wala raha naa bn,3,Mee kama wala raha naa bn,Latin/Romanized,OK,KEEP,OK,Train
S0644,P030,31,6,Group Project Stress,Okkoma karanna wela thiyenne matane,3,Okkoma karanna wela thiyenne matane,Latin/Romanized,OK,KEEP,OK,Train
S0645,P030,31,7,Isolation,Okkoma epa wela bn thiyenne,2,Okkoma epa wela bn thiyenne,Latin/Romanized,OK,KEEP,OK,Train
S0646,P030,31,8,Academic Success - Difficult Subject,Hithuwewath naa bn pass wei kiyala,5,Hithuwewath naa bn pass wei kiyala,Latin/Romanized,OK,KEEP,OK,Train
S0647,P030,31,9,Academic Success - Repeat Subject,Dan nan okkoma hri bn,5,Dan nan okkoma hri bn,Latin/Romanized,OK,KEEP,OK,Train
S0648,P030,31,10,Freedom-Final Paper,Api dan nidahs,5,Api dan nidahs,Latin/Romanized,OK,KEEP,OK,Train
S0649,P030,31,11,Lightness-Final Paper,Marama nidahsak bm danenne,5,Marama nidahsak bm danenne,Latin/Romanized,OK,KEEP,OK,Train
S0650,P030,31,12,Social Evant - Batch Trip,Patta bn,5,Patta bn,Latin/Romanized,OK,KEEP,OK,Train
S0651,P030,31,13,Social Evant - Campus Evant,Maru bn set ekama innawane ,5,Maru bn set ekama innawane,Latin/Romanized,OK,KEEP,OK,Train
S0652,P030,31,14,Personal Win - Stipand/Mahapola,Adoo salli watila bm,5,Adoo salli watila bm,Latin/Romanized,OK,KEEP,OK,Train
S0653,P030,31,15,Personal Win - Internship,Adoo intern eka set una bn,5,Adoo intern eka set una bn,Latin/Romanized,OK,KEEP,OK,Train
S0654,P030,31,16,Lectures - Attendance,Attendance balanawada bn,2,Attendance balanawada bn,Latin/Romanized,OK,KEEP,OK,Train
S0655,P030,31,17,Lectures - Cancellation,Heta lectures cancel da bn,3,Heta lectures cancel da bn,Latin/Romanized,OK,KEEP,OK,Train
S0656,P030,31,18,Commuting,Thawa winadi 20 k withara yanawa bn,2,Thawa winadi 20 k withara yanawa bn,Latin/Romanized,OK,KEEP,OK,Train
S0657,P030,31,19,Notes - PDF Request,Lecture note tika ewahnko bn,2,Lecture note tika ewahnko bn,Latin/Romanized,OK,KEEP,OK,Train
S0658,P030,31,20,Wi-Fi Password Request ,Wifi password eka diyanko,4,Wifi password eka diyanko,Latin/Romanized,OK,KEEP,OK,Train
S0659,P030,31,21,Food - Canteen Menu,Kanna monada bn thiyenne ,3,Kanna monada bn thiyenne,Latin/Romanized,OK,KEEP,OK,Train
S0660,P030,31,22,Food - Let's Eat,Kala yamn bn,2,Kala yamn bn,Latin/Romanized,OK,KEEP,OK,Train
S0661,P031,32,1,Academic Stress,Epa wela thiyenne me assignment nam,1,Epa wela thiyenne me assignment nam,Latin/Romanized,OK,KEEP,OK,Train
S0662,P031,32,2,Campus Injustice,Puduma minissu inne ,1,Puduma minissu inne,Latin/Romanized,OK,KEEP,OK,Train
S0664,P031,32,4,Financial Stress,Mara aul ane,2,Mara aul ane,Latin/Romanized,OK,KEEP,OK,Train
S0665,P031,32,5,Logistics/Food Issues,Kana ekath epa wela thiyenne dn nm,3,Kana ekath epa wela thiyenne dn nm,Latin/Romanized,OK,KEEP,OK,Train
S0666,P031,32,6,Group Project Stress,Mara stress ekak thiyenne okkogema wada tika karanna welane,3,Mara stress ekak thiyenne okkogema wada tika karanna welane,Latin/Romanized,OK,KEEP,OK,Train
S0667,P031,32,7,Isolation,Tharaha una ekamai hoda me wage friendship thibila wadak na,3,Tharaha una ekamai hoda me wage friendship thibila wadak na,Latin/Romanized,OK,KEEP,OK,Train
